Band,Mean dB,Max dB,Min dB,RMS,Frequency-Domain_DR,Time-Domain_DR
Low-Low,-38.039448,-25.032341,-50.942917,1.0105594,9.332199096679688,16.776467061743777
Low-Mid,-29.83922,-22.5872,-38.620773,2.1264732,5.315378308296204,16.160375331274235
Low-High,-30.54808,-21.640423,-42.766754,2.1011207,6.366331577301025,10.170579372373695
Mid-Low,-22.707243,-3.2388859,-51.599213,11.479975,10.018072128295898,12.286195021875336
Mid-Mid,-29.6742,-6.8675137,-63.343636,5.137806,13.372708559036255,13.22548892079598
Mid-High,-27.925732,0.0,-66.46854,9.697876,14.72224235534668,13.19873476230674
High-Low,-39.998333,-3.9222374,-77.560616,3.3427527,20.051453113555908,16.397288789095747
High-Mid,-44.346622,-12.365078,-80.0,1.5458138,18.30755352973938,21.07304352453167
High-High,-63.40784,-32.229393,-80.0,0.1307618,19.89676594734192,24.13376906920456
Overall Song,-64.228165,0.0,-80.0,2.0909572,28.04887294769287,13.306573629379272
