Band,Mean dB,Max dB,Min dB,RMS,Frequency-Domain_DR,Time-Domain_DR
Low-Low,-17.66835,-2.1484146,-47.846046,20.002907,6.235206127166748,9.08519451833358
Low-Mid,-13.428235,0.0,-38.611767,27.378708,5.657225251197815,16.613692205603886
Low-High,-19.39684,-2.9783592,-43.492355,11.1574955,10.475788116455078,18.014651187857794
Mid-Low,-35.31223,-7.306658,-60.42382,2.6990771,18.474518060684204,19.350234296250136
Mid-Mid,-44.272068,-25.242134,-73.63493,0.6188794,13.331228494644165,18.452192323491623
Mid-High,-45.59696,-21.531004,-78.60947,0.6340124,16.83252453804016,18.769483839179863
High-Low,-62.73045,-33.976326,-80.0,0.11179102,19.46102023124695,18.934067444242668
High-Mid,-73.95282,-50.926567,-80.0,0.019658612,17.607858180999756,21.90537718812582
High-High,-79.39752,-63.87883,-80.0,0.0044877385,17.486103773117065,15.223234472440193
Overall Song,-76.14801,0.0,-80.0,1.2051715,32.784507274627686,8.776673078536987
