Band,Mean dB,Max dB,Min dB,RMS,Frequency-Domain_DR,Time-Domain_DR
Low-Low,-22.736256,-7.076248,-34.777264,10.300391,9.004185199737549,12.56309187376969
Low-Mid,-18.313715,-3.6364899,-34.94414,15.465344,8.913825154304504,10.358909358361153
Low-High,-13.415146,-3.1518974,-26.19495,18.801882,7.701584100723267,14.175883541192098
Mid-Low,-20.035376,-1.6502037,-41.96831,15.566608,10.843425989151001,10.941328903835053
Mid-Mid,-21.10953,-0.7744255,-44.777374,12.421364,13.679699897766113,11.51793416760091
Mid-High,-24.186968,-3.8146973e-06,-53.60039,14.841986,12.90766716003418,13.122752271574683
High-Low,-26.623133,-5.2240353,-56.535122,6.6404862,14.669475555419922,17.056683312462674
High-Mid,-35.084244,-13.774431,-71.578354,2.6685367,14.03761625289917,19.77725775435499
High-High,-47.523502,-17.462225,-80.0,1.0772645,18.228837251663208,20.772250731974587
Overall Song,-52.840576,-3.8146973e-06,-80.0,3.6864688,25.005295276641846,9.148728847503662
