Band,Mean dB,Max dB,Min dB,RMS,Frequency-Domain_DR,Time-Domain_DR
Low-Low,-41.450184,-2.3478966,-80.0,7.031683,26.44660711288452,27.018609264714737
Low-Mid,-39.387703,-4.215996,-80.0,7.847826,23.624703884124756,23.557353432575738
Low-High,-39.19691,-5.1188507,-80.0,9.57499,20.99407196044922,22.589166827377415
Mid-Low,-39.243168,-2.612976,-80.0,12.640389,21.08750343322754,20.114932170237626
Mid-Mid,-43.104294,-3.0510597,-80.0,10.245951,22.473583221435547,21.999025817089898
Mid-High,-50.21699,-3.0123787,-80.0,6.812563,26.057097911834717,25.8883193292937
High-Low,-54.416626,-6.4599113,-80.0,2.8682473,30.123445987701416,26.321498519034133
High-Mid,-58.620296,-17.458153,-80.0,1.1700512,26.913437843322754,29.680980119376727
High-High,-67.76437,-20.28944,-80.0,0.5988887,29.899325370788574,31.31137629180282
Overall Song,-70.29268,0.0,-80.0,2.120711,39.20605659484863,17.022842168807983
