Band,Mean dB,Max dB,Min dB,RMS,Frequency-Domain_DR,Time-Domain_DR
Low-Low,-28.062237,-9.615242,-56.975227,3.5818594,12.386293411254883,16.433685570820284
Low-Mid,-25.712896,-7.677082,-47.349815,4.8809166,11.636595726013184,18.3603500963354
Low-High,-25.288994,-4.7179394,-49.350914,6.239757,12.462413311004639,14.657280978595102
Mid-Low,-23.388472,-0.9432564,-55.888367,9.664652,12.436726093292236,15.454987396954465
Mid-Mid,-30.030306,0.0,-61.5877,6.5081186,16.81459665298462,18.927744418537472
Mid-High,-43.23682,-8.317106,-80.0,1.022167,24.576163291931152,20.2127677796827
High-Low,-43.196716,-13.66711,-79.118805,0.8553147,20.774075984954834,19.170390862948924
High-Mid,-43.16426,-20.406605,-80.0,0.7034206,15.732799768447876,20.487686039914546
High-High,-50.885605,-14.317015,-80.0,0.8526813,20.150957107543945,21.420084312690015
Overall Song,-60.93528,0.0,-80.0,1.2545404,31.114013195037842,14.96724009513855
