Band,Mean dB,Max dB,Min dB,RMS,Frequency-Domain_DR,Time-Domain_DR
Low-Low,-19.887949,-10.617304,-30.93338,6.2085705,6.2113940715789795,9.70052914877633
Low-Mid,-11.779849,-0.9695473,-37.684967,18.445232,6.401300430297852,13.320221946521361
Low-High,-16.262278,0.0,-42.381744,14.175032,9.658050537109375,15.620087226735356
Mid-Low,-31.833246,-5.422863,-65.6699,4.5523725,14.100911617279053,15.910336245998682
Mid-Mid,-44.79659,-26.584303,-80.0,0.49330103,12.24198579788208,15.69965111668332
Mid-High,-55.133873,-35.601814,-80.0,0.15346454,13.366556167602539,17.153279161817135
High-Low,-56.828465,-31.112047,-80.0,0.14712323,18.222856521606445,19.099819854799126
High-Mid,-54.993492,-29.315321,-80.0,0.2317997,16.070951223373413,20.427473398120036
High-High,-61.790867,-26.377037,-80.0,0.28255737,17.28935956954956,19.364681528347045
Overall Song,-67.39077,0.0,-80.0,0.97136533,32.94087886810303,10.659838914871216
