Band,Mean dB,Max dB,Min dB,RMS,Frequency-Domain_DR,Time-Domain_DR
Low-Low,-43.265972,-35.14489,-56.519592,0.23147215,5.650678873062134,13.001872298252653
Low-Mid,-44.48765,-29.389122,-56.359077,0.29277882,9.365630149841309,14.355322764684272
Low-High,-44.297966,-28.993343,-59.186367,0.3126899,9.189923405647278,13.663556087182684
Mid-Low,-29.757841,0.0,-55.497597,6.648955,11.630476713180542,12.090700591379196
Mid-Mid,-41.895115,-12.975124,-79.250336,1.038554,14.781838655471802,17.057073365515315
Mid-High,-50.289062,-15.438578,-80.0,0.584933,17.304844856262207,17.514577098224287
High-Low,-63.29568,-30.58381,-80.0,0.07664265,19.812324047088623,23.612536207102572
High-Mid,-68.17503,-41.02738,-80.0,0.034371756,16.334128379821777,29.758602917875898
High-High,-72.89934,-44.40902,-80.0,0.015037046,20.133273601531982,27.880412947427796
Overall Song,-73.944176,0.0,-80.0,0.5684929,32.99104452133179,11.776117086410522
