Band,Mean dB,Max dB,Min dB,RMS,Frequency-Domain_DR,Time-Domain_DR
Low-Low,-11.320118,-4.7790394,-37.788246,0.009680672,3.5811027884483337,6.135131213328741
Low-Mid,-4.358384,-2.3493824,-9.63059,0.015660396,1.8328160047531128,5.554085421192917
Low-High,-5.464616,0.0,-12.262743,0.017118772,3.408800959587097,7.4451366761895565
Mid-Low,-20.828192,-11.423899,-57.578766,0.0033438082,6.169525980949402,11.520002339523598
Mid-Mid,-26.294132,-12.986517,-53.670746,0.0017455681,10.252995491027832,11.679424703991375
Mid-High,-29.02754,-18.876612,-53.865944,0.0012378034,7.348607778549194,12.55738744032077
High-Low,-29.48019,-18.482744,-56.76191,0.0011333674,8.50809633731842,13.037639199708597
High-Mid,-29.747782,-18.380392,-65.14413,0.0011160364,8.744295239448547,12.00378036070486
High-High,-29.589855,-17.40853,-61.841187,0.0011128734,9.740808010101318,12.007467376942959
Overall Song,-29.409826,0.0,-68.078255,0.0015916926,24.04107093811035,11.521046161651611
