Band,Mean dB,Max dB,Min dB,RMS,Frequency-Domain_DR,Time-Domain_DR
Low-Low,-21.982468,-11.790746,-49.51535,2.3611832,6.848177909851074,9.550354762431677
Low-Mid,-12.706311,-0.9817009,-34.432762,8.309031,6.728808283805847,13.442238799991353
Low-High,-17.209112,-1.9073486e-06,-37.14573,6.59915,9.711756110191345,16.48010056257134
Mid-Low,-27.265364,-3.5803852,-51.28861,2.6969445,13.903690576553345,15.005870645652426
Mid-Mid,-30.27411,-12.146144,-62.35342,1.146939,12.76456594467163,13.709362619996044
Mid-High,-33.138985,-7.085932,-75.78288,1.6399891,14.718766212463379,16.17114276616231
High-Low,-49.678215,-16.663124,-80.0,0.32205614,19.279762506484985,22.3120189873628
High-Mid,-50.365425,-22.222452,-80.0,0.16913916,19.314181804656982,20.123560132135253
High-High,-59.73362,-34.6307,-80.0,0.055705506,16.552855968475342,19.013461300052832
Overall Song,-62.07339,-1.9073486e-06,-80.0,0.54575086,31.36162757873535,14.376018047332764
