Band,Mean dB,Max dB,Min dB,RMS,Frequency-Domain_DR,Time-Domain_DR
Low-Low,-37.384373,-22.021622,-57.09516,2.6615307,9.390543103218079,16.408733897548736
Low-Mid,-38.789234,-22.487919,-65.789696,2.9548697,8.01611065864563,14.293334470710015
Low-High,-37.94974,-21.090729,-64.43106,3.189133,8.750612735748291,15.793728154861022
Mid-Low,-28.833027,-7.289898,-51.843388,9.427556,13.136916160583496,14.854135803952486
Mid-Mid,-32.62858,0.0,-66.19266,12.820642,17.756600379943848,12.30545794089066
Mid-High,-32.04251,-4.7575607,-65.30348,12.605994,13.145692348480225,11.563710885818184
High-Low,-31.656586,-6.2049103,-63.293896,7.2315216,16.525291204452515,15.97808561640828
High-Mid,-39.19588,-13.720314,-77.87074,2.5084279,18.206450939178467,19.002960882214076
High-High,-50.968273,-20.365896,-80.0,1.092645,18.779317140579224,18.55136506299337
Overall Song,-56.69493,0.0,-80.0,3.277476,29.604005813598633,10.162279605865479
