Band,Mean dB,Max dB,Min dB,RMS,Frequency-Domain_DR,Time-Domain_DR
Low-Low,-19.401674,-10.775059,-28.07201,6.074462,6.611790657043457,13.298285872915457
Low-Mid,-18.443562,-9.124195,-30.243477,6.804496,7.276894450187683,11.745372501626905
Low-High,-21.80863,-8.099894,-41.55967,5.568167,10.042866468429565,11.630917974687664
Mid-Low,-16.327766,0.0,-39.73485,12.823629,10.896787643432617,16.922002432848952
Mid-Mid,-20.754305,-0.22669983,-45.714867,8.856373,13.885189294815063,14.31260210607851
Mid-High,-27.950865,-4.3702126,-64.69599,6.615091,12.276078462600708,18.18191699428581
High-Low,-32.306824,-9.009666,-67.21919,2.6073794,15.723257064819336,20.47979806602445
High-Mid,-43.43488,-13.583126,-80.0,0.9574535,19.85152840614319,21.596094863012407
High-High,-60.68553,-28.584267,-80.0,0.18419892,19.16699767112732,23.247270079035765
Overall Song,-62.91194,0.0,-80.0,1.9386175,27.307164669036865,13.655378818511963
