Band,Mean dB,Max dB,Min dB,RMS,Frequency-Domain_DR,Time-Domain_DR
Low-Low,-20.317987,-10.096403,-45.819576,7.534059,6.904640197753906,10.289678724883517
Low-Mid,-11.702251,0.0,-45.121887,23.72301,7.038227319717407,14.829437520925069
Low-High,-16.872585,-0.05979538,-43.163704,17.588142,9.577428102493286,15.707014456862062
Mid-Low,-26.524893,-2.5125923,-62.09501,8.776465,13.162634372711182,16.88224087413157
Mid-Mid,-39.37146,-12.34535,-80.0,1.8524823,16.841189861297607,21.399237639077732
Mid-High,-53.9109,-17.218975,-80.0,0.6039891,21.702065467834473,23.5702667484015
High-Low,-56.370415,-25.016874,-80.0,0.24227078,21.83872699737549,19.293881822040795
High-Mid,-57.479633,-32.230164,-80.0,0.16062093,18.195414543151855,22.047044675918315
High-High,-64.73078,-26.393238,-80.0,0.2586983,19.89251136779785,24.34110437535411
Overall Song,-68.93711,0.0,-80.0,1.3481512,31.946852207183838,12.771075963973999
