Band,Mean dB,Max dB,Min dB,RMS,Frequency-Domain_DR,Time-Domain_DR
Low-Low,-35.717957,-18.959003,-53.139053,3.4359975,10.893186330795288,19.403825519827162
Low-Mid,-35.686596,-20.825615,-67.24211,3.4390495,9.018863439559937,14.341541723742617
Low-High,-31.909372,-12.51182,-61.641693,6.3721814,11.975663900375366,13.793660941139187
Mid-Low,-25.509327,-1.1896172,-64.740074,19.965042,13.37822675704956,14.601326661837495
Mid-Mid,-27.0882,-1.5140228,-60.88653,18.59139,13.672987222671509,14.434224106359013
Mid-High,-34.664192,-3.8146973e-06,-74.71721,15.379811,16.834224462509155,17.477965052642254
High-Low,-37.4165,-3.3983803,-80.0,6.9056263,20.390801429748535,19.515748312724174
High-Mid,-49.265327,-16.450726,-80.0,1.690797,19.56068992614746,26.18787522214798
High-High,-62.43075,-29.909443,-80.0,0.41422096,18.31916093826294,29.930853357841272
Overall Song,-63.581726,-3.8146973e-06,-80.0,3.9766521,28.582892417907715,8.846216201782227
