Band,Mean dB,Max dB,Min dB,RMS,Frequency-Domain_DR,Time-Domain_DR
Low-Low,-56.808483,-3.725955,-80.0,0.30677336,20.0439453125,20.454805901422617
Low-Mid,-46.134228,-7.5206566,-55.567955,0.26570666,17.497549057006836,24.28957589315035
Low-High,-48.516106,-14.031622,-69.44569,0.07716925,21.72574758529663,22.3793773031992
Mid-Low,-61.867226,-11.116402,-80.0,0.07785083,24.56458568572998,23.39629895858231
Mid-Mid,-66.25053,-2.7336178,-80.0,0.21432045,24.151363372802734,24.273921835517744
Mid-High,-68.829956,0.0,-80.0,0.20868476,27.11643934249878,24.861445889446397
High-Low,-71.05134,-4.765108,-80.0,0.051994067,34.42207098007202,26.822824210108326
High-Mid,-72.42135,-39.50286,-80.0,0.0027896059,25.09253740310669,22.129402549536806
High-High,-73.411026,-42.908752,-80.0,0.0017198884,25.88749647140503,14.125419947487421
Overall Song,-73.01823,0.0,-80.0,0.044196382,40.59852123260498,22.144854068756104
