Band,Mean dB,Max dB,Min dB,RMS,Frequency-Domain_DR,Time-Domain_DR
Low-Low,-33.990448,-12.784189,-72.33035,6.081609,12.418960332870483,18.391035074822913
Low-Mid,-33.733387,-14.305986,-69.11428,6.643996,10.128946304321289,21.211802849091967
Low-High,-32.96787,-2.783661,-64.16554,10.51995,17.65958547592163,16.987728827012102
Mid-Low,-38.198536,0.0,-80.0,16.548859,16.508156061172485,17.299104059669613
Mid-Mid,-45.74808,-3.8013763,-80.0,8.051849,18.964229822158813,21.598852966756823
Mid-High,-50.001152,-7.239174,-80.0,3.224113,23.4761381149292,22.625487873499868
High-Low,-53.824554,-14.534088,-80.0,1.0597817,25.84510326385498,20.668604741956194
High-Mid,-58.948387,-23.661015,-80.0,0.6567967,20.87388515472412,23.43170523674759
High-High,-67.622536,-20.639158,-80.0,0.78530926,22.343544960021973,25.711905081624906
Overall Song,-69.84398,0.0,-80.0,1.8639904,35.47464370727539,15.180732011795044
