Band,Mean dB,Max dB,Min dB,RMS,Frequency-Domain_DR,Time-Domain_DR
Low-Low,-19.407282,-9.14138,-33.89694,6.352344,7.654202580451965,9.721598183224488
Low-Mid,-11.043766,0.0,-38.342167,19.4394,7.080604434013367,13.88868930501147
Low-High,-16.539295,-0.59547424,-46.692726,14.713824,8.904275894165039,12.982282296084263
Mid-Low,-26.262274,-3.5078926,-78.06395,8.559159,10.69774866104126,15.58820019614901
Mid-Mid,-38.732964,-11.615793,-80.0,1.8893887,15.712043046951294,19.022740651345906
Mid-High,-51.682175,-19.401636,-80.0,0.449327,20.40137767791748,19.853164086893234
High-Low,-52.85447,-25.964664,-80.0,0.26240918,18.51001739501953,18.57290258443165
High-Mid,-52.594044,-25.782576,-80.0,0.21804035,20.30095100402832,22.18715240042124
High-High,-57.673203,-22.769203,-80.0,0.3189518,20.010559558868408,21.582648288991628
Overall Song,-64.973785,0.0,-80.0,1.1920116,31.328651905059814,14.39365267753601
