Band,Mean dB,Max dB,Min dB,RMS,Frequency-Domain_DR,Time-Domain_DR
Low-Low,-18.449259,-8.265364,-31.566902,9.753625,7.435328960418701,10.966310189309906
Low-Mid,-17.753195,-9.423084,-29.474474,10.038765,6.027324795722961,11.69541494520697
Low-High,-21.48261,-12.825504,-35.493828,6.4813876,6.425147652626038,10.597150114291319
Mid-Low,-15.425386,-2.1129494,-38.862423,16.303385,9.125508666038513,13.484953735297978
Mid-Mid,-19.811037,0.0,-46.687233,13.296368,13.009352684020996,15.623998827232201
Mid-High,-27.995707,-4.289257,-64.14819,7.2973094,13.931502103805542,16.884813268607562
High-Low,-37.456734,-10.531889,-80.0,2.4354968,17.220371961593628,20.208128759526854
High-Mid,-51.01153,-21.73766,-80.0,0.55792844,18.81478190422058,22.30744890421729
High-High,-68.10565,-36.745842,-80.0,0.068667494,22.003145217895508,25.31993723609721
Overall Song,-67.14127,0.0,-80.0,2.4134543,27.83123254776001,11.62152647972107
