Band,Mean dB,Max dB,Min dB,RMS,Frequency-Domain_DR,Time-Domain_DR
Low-Low,-13.35125,-2.3565946,-26.941338,0.6070533,5.917803645133972,10.352841688921862
Low-Mid,-13.483013,-5.5099354,-27.340635,0.43170285,5.725300312042236,13.241913220833352
Low-High,-16.908037,-1.81021,-41.73846,0.4237347,9.586843252182007,11.792038734344182
Mid-Low,-17.72083,-1.9503624,-39.793316,0.39681348,10.01684308052063,14.594116425184062
Mid-Mid,-23.362154,-1.402425,-51.73381,0.28740922,13.366495370864868,18.741008825314637
Mid-High,-36.577198,-1.0393732,-68.940414,0.12677978,20.838561058044434,17.01105526412451
High-Low,-42.810585,-14.806648,-80.0,0.031139212,19.26613450050354,17.957353975998437
High-Mid,-46.413,-17.756863,-80.0,0.020661285,19.878926277160645,19.33034563681317
High-High,-52.335625,-20.09572,-80.0,0.015116301,20.25430202484131,19.59641723094395
Overall Song,-55.579243,-2.3841858e-07,-80.0,0.062396757,28.035693168640137,14.515000581741333
