Band,Mean dB,Max dB,Min dB,RMS,Frequency-Domain_DR,Time-Domain_DR
Low-Low,-11.794445,-9.003881,-14.240011,0.52944136,2.5262603163719177,5.08836573394075
Low-Mid,-3.252676,-4.7683716e-07,-10.361351,1.4964007,2.505541741847992,11.937727980389074
Low-High,-13.061911,-2.0836713,-34.792053,0.86078316,5.224952697753906,15.339421466096068
Mid-Low,-36.338326,-9.227764,-57.852226,0.15470274,12.988775968551636,15.46146036829767
Mid-Mid,-39.202473,-16.206856,-74.99453,0.082211286,11.501016616821289,19.86623109812556
Mid-High,-53.562767,-27.779255,-80.0,0.01634919,13.957321643829346,24.400997719854193
High-Low,-53.786114,-26.613567,-80.0,0.014243787,16.320425271987915,21.579041924876247
High-Mid,-55.373173,-27.484858,-80.0,0.012478025,16.598727703094482,18.83745732016998
High-High,-59.156506,-28.57869,-80.0,0.00893499,18.405929803848267,25.513895225047406
Overall Song,-60.78657,-4.7683716e-07,-80.0,0.06492653,29.758055210113525,7.278671860694885
