Band,Mean dB,Max dB,Min dB,RMS,Frequency-Domain_DR,Time-Domain_DR
Low-Low,-21.181103,-10.18494,-40.80117,6.3543544,7.641332745552063,10.075130188116745
Low-Mid,-12.21284,-0.8148918,-45.021385,19.760447,7.1568745374679565,14.35141888235919
Low-High,-15.935113,0.0,-39.990864,15.222933,10.237737894058228,14.34053997913547
Mid-Low,-22.198038,-0.8657837,-60.524536,10.6065445,12.510437965393066,21.722486517343043
Mid-Mid,-34.70303,-2.656107,-75.71582,3.0730689,21.48015022277832,19.85300552153986
Mid-High,-44.836216,-13.429916,-80.0,1.1512783,19.23418164253235,20.70750513518582
High-Low,-53.380993,-22.608658,-80.0,0.39754316,19.291359186172485,28.971901217565936
High-Mid,-58.640965,-23.811161,-80.0,0.20446779,23.86404514312744,28.359800311902642
High-High,-65.57928,-28.744753,-80.0,0.12416429,23.263015747070312,26.5181909887505
Overall Song,-68.63042,0.0,-80.0,1.3441197,31.31894588470459,15.066207647323608
