Band,Mean dB,Max dB,Min dB,RMS,Frequency-Domain_DR,Time-Domain_DR
Low-Low,-33.178665,-11.6463585,-48.32483,4.680567,13.084770441055298,16.519842617416806
Low-Mid,-30.925556,-10.838703,-48.05015,4.683413,13.887144327163696,20.289702139041523
Low-High,-33.09137,-9.108307,-50.244835,4.512533,15.940382480621338,13.721691353541253
Mid-Low,-26.043798,-6.9083633,-62.51791,9.710501,11.483900547027588,14.99450462052569
Mid-Mid,-26.581594,0.0,-54.26104,12.90316,15.923174619674683,15.900276278296356
Mid-High,-33.983025,-0.8543892,-80.0,9.143964,18.06001901626587,18.63136133011286
High-Low,-42.699432,-10.61602,-80.0,2.6217544,19.149235486984253,20.280357015463938
High-Mid,-47.603104,-17.202143,-80.0,1.0410428,20.58558225631714,24.144604409787046
High-High,-57.89577,-22.13921,-80.0,0.49871066,22.040913105010986,28.779742178102588
Overall Song,-63.79083,0.0,-80.0,2.2850192,30.959300994873047,13.10340404510498
