Band,Mean dB,Max dB,Min dB,RMS,Frequency-Domain_DR,Time-Domain_DR
Low-Low,-32.770943,-13.025812,-60.06321,5.602847,10.928870439529419,14.797638521450773
Low-Mid,-33.187927,-12.646923,-62.200066,6.19109,10.44059157371521,21.58401608981473
Low-High,-31.53682,-0.60191727,-65.49629,10.284148,18.077573776245117,18.135317308420646
Mid-Low,-36.392445,0.0,-76.65643,14.453727,15.723264217376709,16.586750279725717
Mid-Mid,-43.80457,-1.4197197,-80.0,7.801024,19.66010808944702,20.59348667564185
Mid-High,-47.94167,-10.631653,-80.0,2.1561508,21.617624759674072,22.28066813278414
High-Low,-51.712627,-13.453127,-80.0,0.9906962,25.550920963287354,20.77649065712125
High-Mid,-56.89943,-22.509224,-80.0,0.63444847,20.365707874298096,22.94116125280626
High-High,-66.01735,-17.335762,-80.0,0.82475513,23.26059579849243,25.627153553271715
Overall Song,-68.617035,0.0,-80.0,1.6815308,34.40876245498657,16.485038995742798
