Band,Mean dB,Max dB,Min dB,RMS,Frequency-Domain_DR,Time-Domain_DR
Low-Low,-34.787167,-11.582391,-71.687004,1.3363745,11.526561975479126,18.805349168182545
Low-Mid,-34.78902,-6.889963,-69.121315,1.3954377,15.843343734741211,19.59096751588452
Low-High,-44.2456,-12.33316,-69.83825,0.59176725,17.85133719444275,22.790754247074716
Mid-Low,-54.312782,-22.930128,-80.0,0.18359111,17.420353889465332,24.666410405362136
Mid-Mid,-49.794735,0.0,-80.0,0.9397638,26.167142391204834,23.894614784960776
Mid-High,-55.516876,-13.319391,-80.0,0.23114102,25.03058433532715,22.04883972765908
High-Low,-60.254917,-22.043911,-80.0,0.096089035,23.93012762069702,19.938394240005135
High-Mid,-62.39103,-17.157894,-80.0,0.10311632,28.203072547912598,20.573657474608936
High-High,-70.48636,-10.076487,-80.0,0.17070495,30.906107425689697,23.30355234749255
Overall Song,-72.479866,0.0,-80.0,0.16249523,41.41070365905762,21.887764930725098
