Band,Mean dB,Max dB,Min dB,RMS,Frequency-Domain_DR,Time-Domain_DR
Low-Low,-24.102942,-10.740547,-60.979027,6.674272,8.15305769443512,13.462313744819745
Low-Mid,-24.8077,-11.793011,-39.110786,5.625485,8.585472702980042,11.5365484121157
Low-High,-20.35766,-2.7829895,-48.116318,12.459246,10.688858032226562,10.819798150872998
Mid-Low,-20.494148,-0.018173218,-66.82149,16.58634,10.96849799156189,14.528319721903689
Mid-Mid,-26.239082,-2.573021,-69.75412,10.220876,12.618900537490845,16.992109854363406
Mid-High,-39.29078,0.0,-80.0,6.164641,19.583526849746704,23.160401821144756
High-Low,-45.925087,-12.752289,-80.0,1.3222113,20.203378200531006,25.68425686656483
High-Mid,-52.32942,-25.114822,-80.0,0.46895993,16.844147443771362,27.34721171160483
High-High,-62.293194,-24.538406,-80.0,0.24459346,23.074378967285156,28.864017816490502
Overall Song,-66.16817,0.0,-80.0,2.1252213,28.833599090576172,13.8535475730896
