Band,Mean dB,Max dB,Min dB,RMS,Frequency-Domain_DR,Time-Domain_DR
Low-Low,-30.184803,-10.735092,-80.0,40.498787,8.530701398849487,11.767418361803387
Low-Mid,-22.557005,-0.44936752,-80.0,128.75684,8.769862055778503,17.6224883818155
Low-High,-25.902994,0.0,-80.0,97.79443,11.608351469039917,19.698174960201527
Mid-Low,-39.22026,-1.7397194,-80.0,32.372395,19.471417665481567,22.052425228281976
Mid-Mid,-51.23889,-7.441124,-80.0,12.096111,22.320597171783447,26.02625296108495
Mid-High,-63.075356,-9.150642,-80.0,4.7391367,28.750009536743164,30.948379594723185
High-Low,-67.32191,-17.694382,-80.0,1.4909049,30.2512526512146,25.28853281582656
High-Mid,-64.618385,-15.280071,-80.0,2.3704019,28.638126850128174,26.845377899957022
High-High,-67.34263,-22.630178,-80.0,1.0598519,28.279552459716797,29.346127363703424
Overall Song,-69.79999,0.0,-80.0,6.90358,34.63314771652222,11.99426531791687
