src_playlist,track_title,track_artist,track_url,track_id,error,genre,purchase_year,purchase_month,purchase_day,mix_name,remixers,label,key,bpm,release_year,release_month,release_day,new_name,dl_title,dl_uploader,dl_duration_sec,dl_id,dl_ext,dl_requested_ext,dl_filepath,dl_filesize_approx,dl_filesize_bytes,dl_error,dl_status
https://soundcloud.com/yeriko_dj/sets/spkrbox-1?si=5a636600ea0846aea04bdc8df1f78d48&utm_source=clipboard&utm_medium=text&utm_campaign=social_sharing,"Premiere | Sebastian Ledher, Tom Neatis - How To Go Out [Play Groove]",True Underground (ONE / True Techno Podcast),https://soundcloud.com/trueundergroundone/cupremiere-sebastian-ledher-tom-neatis-how-to-go-out-play-groove,496094442,,house,,,,,,,,,,,,"TRkw_Premiere _ Sebastian Ledher, Tom Neatis - How To Go Out [Play Groove]_ARkw_True Underground (ONE _ True Techno Podcast)_MXkw__KYkw__BPkw__GNkw_house_RMkw__LBkw__RYkw____PYkw___",Spkrbox,YerikOdj,,2211535352,,mp3,"/Users/yerik/Downloads/03_29_spkr_soundcloud_audio/True Underground (ONE ⧸ True Techno Podcast) - Premiere | Sebastian Ledher, Tom Neatis - How To Go Out [Play Groove] [496094442].mp3",,15073862,,downloaded
https://soundcloud.com/yeriko_dj/sets/spkrbox-1?si=5a636600ea0846aea04bdc8df1f78d48&utm_source=clipboard&utm_medium=text&utm_campaign=social_sharing,Premiere: Rene Amesz - Flower [Art Reap Music],When We Dip,https://soundcloud.com/when-we-dip/premiere-rene-amesz-flower-art-reap-music,348672490,,house,,,,,,,,,,,,TRkw_Premiere_ Rene Amesz - Flower [Art Reap Music]_ARkw_When We Dip_MXkw__KYkw__BPkw__GNkw_house_RMkw__LBkw__RYkw____PYkw___,Spkrbox,YerikOdj,,2211535352,,mp3,,,,,downloaded
https://soundcloud.com/yeriko_dj/sets/spkrbox-1?si=5a636600ea0846aea04bdc8df1f78d48&utm_source=clipboard&utm_medium=text&utm_campaign=social_sharing,Alvaro Medina - De Segunda A Sexta (edit),Alvaro Medina,https://soundcloud.com/alvaro-medina/alvaro-medina-de-segunda-a-sexta-edit,1677629082,,house,,,,edit,,,,,,,,TRkw_Alvaro Medina - De Segunda A Sexta (edit)_ARkw_Alvaro Medina_MXkw_edit_KYkw__BPkw__GNkw_house_RMkw__LBkw__RYkw____PYkw___,Spkrbox,YerikOdj,,2211535352,,mp3,,,,,downloaded
