Band,Mean dB,Max dB,Min dB,RMS,Frequency-Domain_DR,Time-Domain_DR
Low-Low,-33.473076,-27.365763,-65.69083,6.5144415,5.958953499794006,25.370257606419038
Low-Mid,-67.08119,-30.195175,-80.0,0.67183274,22.861862182617188,27.318354024679113
Low-High,-69.52192,-31.916037,-80.0,0.4792315,24.0753173828125,28.92188811594396
Mid-Low,-66.6874,-12.340416,-80.0,3.3406978,26.785101890563965,24.0743303831804
Mid-Mid,-60.650352,0.0,-80.0,13.661613,26.892220973968506,20.032196002812324
Mid-High,-60.364063,-2.7253494,-80.0,13.477263,24.28487539291382,20.772333381550467
High-Low,-64.42924,-4.8193245,-80.0,6.299213,28.79721164703369,26.888859130960647
High-Mid,-71.250595,-20.079765,-80.0,0.90329033,30.405948162078857,36.98557406498076
High-High,-75.75254,-25.960243,-80.0,0.35622182,32.6076078414917,43.19426644256037
Overall Song,-75.67643,0.0,-80.0,3.0630186,39.87926959991455,18.939014673233032
