Band,Mean dB,Max dB,Min dB,RMS,Frequency-Domain_DR,Time-Domain_DR
Low-Low,-56.834545,-30.835054,-80.0,1.0323212,19.043787717819214,20.664941479919428
Low-Mid,-58.35079,-33.253696,-80.0,1.0180733,16.74586296081543,23.81174089195858
Low-High,-57.427578,-29.266338,-80.0,1.1272415,19.848462343215942,20.038195310623625
Mid-Low,-44.41553,-2.5309753,-80.0,27.623646,18.798543214797974,15.265475808156737
Mid-Mid,-40.2711,0.0,-80.0,38.61089,18.420941829681396,16.71337421744632
Mid-High,-48.1835,-2.1160545,-80.0,16.723566,23.57250690460205,24.558853885555536
High-Low,-58.505295,-8.493778,-80.0,4.1337037,29.33457612991333,25.790519342836692
High-Mid,-63.561268,-12.080467,-80.0,1.6534965,33.706605434417725,30.07870830601476
High-High,-68.77875,-17.964592,-80.0,1.0971905,31.384906768798828,28.515130111586394
Overall Song,-70.706635,0.0,-80.0,5.5505414,35.26843070983887,13.644778728485107
