Band,Mean dB,Max dB,Min dB,RMS,Frequency-Domain_DR,Time-Domain_DR
Low-Low,-27.42431,-24.856567,-32.204727,13.089252,2.518308162689209,26.564020608549086
Low-Mid,-73.43852,-35.481964,-80.0,0.29443216,24.851500988006592,35.583282275674776
Low-High,-75.55849,-30.133709,-80.0,0.27013734,30.947771072387695,25.268593784430273
Mid-Low,-71.767265,-7.7152596,-80.0,4.748745,28.466336727142334,28.070242900391143
Mid-Mid,-70.613205,0.0,-80.0,7.9524565,31.703147888183594,27.244887115032604
Mid-High,-72.26876,-6.033043,-80.0,3.375607,33.11309099197388,30.75077388456558
High-Low,-73.39892,-5.847706,-80.0,1.4805986,40.456719398498535,30.63486384164097
High-Mid,-76.366844,-17.907656,-80.0,0.6566116,35.459346771240234,36.422117808381586
High-High,-79.296234,-33.10868,-80.0,0.06928285,39.791977405548096,35.74827798583205
Overall Song,-78.442085,0.0,-80.0,1.478432,46.31714344024658,25.881130695343018
