Band,Mean dB,Max dB,Min dB,RMS,Frequency-Domain_DR,Time-Domain_DR
Low-Low,-35.649395,-20.852407,-70.482315,3.2454543,14.368947744369507,29.095754123170554
Low-Mid,-71.835175,-26.142166,-80.0,0.45306757,26.181440353393555,32.26673919739768
Low-High,-73.31348,-7.82922,-80.0,1.6927835,33.045616149902344,29.466221447576007
Mid-Low,-69.20944,-3.8146973e-06,-80.0,11.665061,24.1091251373291,25.953615061122196
Mid-Mid,-70.93037,-0.47486877,-80.0,3.163767,34.96790409088135,29.060979727100026
Mid-High,-73.01984,-5.792465,-80.0,2.1969283,32.81808376312256,36.95753608498936
High-Low,-75.53631,-2.9648247,-80.0,0.98956263,42.57317543029785,33.00163290746938
High-Mid,-77.04415,-17.367086,-80.0,0.3517379,37.155394554138184,40.09719279658647
High-High,-78.57601,-23.889591,-80.0,0.11933586,40.02185344696045,38.17091399477321
Overall Song,-78.381874,-3.8146973e-06,-80.0,1.1383698,44.32119846343994,27.21928834915161
