Band,Mean dB,Max dB,Min dB,RMS,Frequency-Domain_DR,Time-Domain_DR
Low-Low,-62.47242,-22.84339,-80.0,0.9773803,26.29483938217163,32.80529877578064
Low-Mid,-61.399937,-18.166456,-80.0,1.259916,28.766214847564697,28.752238894347308
Low-High,-61.86097,-16.891956,-80.0,1.2787362,29.911928176879883,31.363818624119432
Mid-Low,-64.523895,-7.989929,-80.0,4.038028,28.826189041137695,16.253963983656497
Mid-Mid,-49.723423,-4.63451,-80.0,15.243075,20.643539428710938,16.429460710494762
Mid-High,-49.24715,-0.009178162,-80.0,19.231216,23.25019121170044,19.33725813086283
High-Low,-53.021706,3.8146973e-06,-80.0,9.785223,29.12808895111084,22.76336487434103
High-Mid,-56.179173,-4.785694,-80.0,4.5454803,31.002216339111328,28.661984030039065
High-High,-65.43158,-16.08826,-80.0,1.0368317,32.537076473236084,30.607113529581266
Overall Song,-68.540726,3.8146973e-06,-80.0,4.5185103,35.839598178863525,15.646847486495972
