Band,Mean dB,Max dB,Min dB,RMS,Frequency-Domain_DR,Time-Domain_DR
Low-Low,-30.408707,-27.59013,-34.583424,6.786461,2.7318376302719116,29.5370501584797
Low-Mid,-77.1944,-38.541412,-80.0,0.064386465,32.23753213882446,28.267496567575087
Low-High,-78.234146,-44.591385,-80.0,0.04584485,29.137637615203857,30.52164687635903
Mid-Low,-73.86761,-9.324299,-80.0,2.4052663,30.007269382476807,23.461919389341443
Mid-Mid,-71.72259,-5.9159164,-80.0,4.861972,27.30266809463501,27.068044423055827
Mid-High,-71.820015,3.8146973e-06,-80.0,5.220031,32.60137319564819,28.738997455804814
High-Low,-73.606415,-6.734436,-80.0,1.869433,34.786200523376465,29.55775341815075
High-Mid,-74.932365,-17.603521,-80.0,0.49339876,35.487351417541504,33.184839656338895
High-High,-76.0211,-22.488512,-80.0,0.3687759,33.131070137023926,32.49171245977871
Overall Song,-77.2727,3.8146973e-06,-80.0,1.2067562,45.322442054748535,24.598395824432373
