Band,Mean dB,Max dB,Min dB,RMS,Frequency-Domain_DR,Time-Domain_DR
Low-Low,-44.180653,-11.009392,-73.98843,2.7764983,26.806294918060303,31.619026509825495
Low-Mid,-60.257763,-13.442989,-80.0,1.6232913,29.034714698791504,31.091955830113605
Low-High,-61.813473,-19.877134,-80.0,0.780728,28.95850419998169,28.3188637016554
Mid-Low,-53.597095,-5.913555,-80.0,10.6442,20.22982120513916,19.916406060196323
Mid-Mid,-46.54009,-0.106658936,-80.0,14.539941,23.327722549438477,20.020077540528398
Mid-High,-46.066998,0.0,-80.0,12.477956,24.762766361236572,22.24701973321235
High-Low,-50.02659,-2.5834007,-80.0,5.723324,28.949267864227295,25.593276208427227
High-Mid,-56.332703,-8.448032,-80.0,2.8662088,29.09144401550293,31.051283683230004
High-High,-61.20269,-12.267704,-80.0,1.4140966,31.408348083496094,32.59580525999
Overall Song,-65.443306,0.0,-80.0,3.2464368,36.45749568939209,18.45948100090027
