Band,Mean dB,Max dB,Min dB,RMS,Frequency-Domain_DR,Time-Domain_DR
Low-Low,-51.158455,-17.232733,-80.0,1.3341858,25.443928241729736,27.7811610307635
Low-Mid,-53.63794,-19.403866,-80.0,1.392248,22.902791500091553,28.619719913573093
Low-High,-55.810574,-20.732956,-80.0,1.0562638,23.972582817077637,21.54381904082214
Mid-Low,-49.843468,-8.531982,-80.0,4.8856945,22.870478630065918,19.513995097104477
Mid-Mid,-41.569023,-2.4468384,-80.0,11.081549,21.842143535614014,17.845996198934635
Mid-High,-41.935116,0.0,-80.0,11.556994,23.92409086227417,20.64571785020992
High-Low,-44.433994,-3.1307182,-80.0,6.857479,25.32698154449463,25.3028723449767
High-Mid,-53.17865,-7.7681656,-80.0,2.586068,29.160022735595703,28.187376884534856
High-High,-60.062027,-13.22451,-80.0,1.2833968,29.789259433746338,28.122266887570632
Overall Song,-65.3585,0.0,-80.0,3.0039353,35.6271767616272,19.16265606880188
