Band,Mean dB,Max dB,Min dB,RMS,Frequency-Domain_DR,Time-Domain_DR
Low-Low,-30.17302,-22.082857,-54.62013,7.5199366,7.897124886512756,26.18567801032072
Low-Mid,-57.573975,-26.629597,-80.0,0.96037626,21.225838661193848,28.647531846503114
Low-High,-59.439472,-26.0836,-80.0,0.8389784,22.94564962387085,32.433744991276676
Mid-Low,-62.101566,-9.238682,-80.0,2.4545915,30.465998649597168,21.773982968497254
Mid-Mid,-58.379295,0.0,-80.0,14.439207,24.31339740753174,22.752098280965697
Mid-High,-64.473526,-2.0647888,-80.0,5.5499377,30.553712844848633,25.763398378489207
High-Low,-69.199356,-5.5121994,-80.0,1.1793224,40.55941104888916,26.665022885673775
High-Mid,-72.346214,-21.79369,-80.0,0.4244272,33.15451145172119,30.49059072283939
High-High,-74.31761,-19.494164,-80.0,0.50939053,33.86908531188965,33.08212214870577
Overall Song,-75.49424,0.0,-80.0,1.9104601,41.88150405883789,21.151409149169922
