Band,Mean dB,Max dB,Min dB,RMS,Frequency-Domain_DR,Time-Domain_DR
Low-Low,-34.12885,-17.575605,-64.42964,4.287483,15.848119258880615,29.73168318701335
Low-Mid,-72.223045,-30.431614,-80.0,0.25788683,27.40757703781128,32.53334204095942
Low-High,-74.40247,-35.55224,-80.0,0.14441435,27.32332706451416,28.398874477407304
Mid-Low,-75.34694,-37.023987,-80.0,0.083945595,30.56382417678833,26.989456477879024
Mid-Mid,-73.20442,-20.782442,-80.0,0.5366509,30.691492557525635,29.20031329686835
Mid-High,-75.6447,-12.306641,-80.0,0.5629126,38.752310276031494,28.602839566065956
High-Low,-72.155716,0.0,-80.0,2.4090354,38.43090772628784,26.481664092822147
High-Mid,-73.91919,-12.413746,-80.0,0.7434652,36.228814125061035,33.62906166561067
High-High,-79.00645,-34.271545,-80.0,0.038011167,40.19800662994385,39.92938205487341
Overall Song,-78.14484,0.0,-80.0,0.7469742,48.60166072845459,25.606682300567627
