Band,Mean dB,Max dB,Min dB,RMS,Frequency-Domain_DR,Time-Domain_DR
Low-Low,-30.931684,-25.68134,-39.573288,6.727252,5.161190629005432,29.30685226221557
Low-Mid,-73.93077,-33.940487,-80.0,0.24146613,25.80167293548584,31.752386484896352
Low-High,-74.14436,-30.76178,-80.0,0.23719327,29.13545846939087,30.173565436881674
Mid-Low,-70.15111,-0.63697815,-80.0,6.3881497,30.654802322387695,21.303415981763457
Mid-Mid,-62.332886,-0.55514145,-80.0,13.381339,24.3141508102417,22.188307522998482
Mid-High,-67.043304,0.0,-80.0,9.160141,28.161239624023438,25.150748446518016
High-Low,-71.232544,-6.832531,-80.0,2.5813434,32.329838275909424,30.850193585130565
High-Mid,-73.90491,-13.8738785,-80.0,0.97428906,33.75164985656738,36.51673467437161
High-High,-75.71704,-14.187595,-80.0,0.54397666,38.50008487701416,37.82099461924732
Overall Song,-76.70317,0.0,-80.0,2.2628963,40.30599117279053,21.392664909362793
