Band,Mean dB,Max dB,Min dB,RMS,Frequency-Domain_DR,Time-Domain_DR
Low-Low,-39.080635,-23.300104,-58.064198,3.0708342,15.675414800643921,29.95682807563917
Low-Mid,-73.636635,-35.8792,-80.0,0.19067873,27.235398292541504,28.313540829687906
Low-High,-76.890114,-44.5642,-80.0,0.085850865,25.481550693511963,31.820937380340105
Mid-Low,-74.2737,-23.009064,-80.0,0.40030402,33.66378307342529,32.81664630408558
Mid-Mid,-70.77472,-11.832912,-80.0,1.3111959,34.5343804359436,24.411697843821255
Mid-High,-67.79742,-3.5222473,-80.0,5.865889,29.831721782684326,24.005657806276197
High-Low,-69.89159,0.0,-80.0,4.0435953,36.58529281616211,27.74443413907617
High-Mid,-71.784615,-8.20306,-80.0,2.1351502,33.9290189743042,33.108989389271144
High-High,-74.53639,-15.916496,-80.0,0.5708352,37.67393350601196,40.31706628574863
Overall Song,-75.45237,0.0,-80.0,1.6029761,44.62210655212402,23.816616535186768
