Band,Mean dB,Max dB,Min dB,RMS,Frequency-Domain_DR,Time-Domain_DR
Low-Low,-34.117565,-24.851368,-51.973007,3.231327,8.950222134590149,23.215772138667315
Low-Mid,-69.229744,-34.63372,-80.0,0.29856384,19.85474467277527,24.914747544910924
Low-High,-69.18474,-33.928165,-80.0,0.28618845,20.928001403808594,21.772534966002077
Mid-Low,-59.610336,-2.806507,-80.0,8.225609,22.879338264465332,21.172858635094055
Mid-Mid,-55.99529,-0.46276474,-80.0,8.191672,25.258991718292236,21.55370184562532
Mid-High,-57.356243,-1.0830231,-80.0,5.6112375,27.925009727478027,24.676651556658513
High-Low,-60.280132,3.8146973e-06,-80.0,3.0217776,34.38395977020264,29.246196460273737
High-Mid,-60.446198,-7.5588493,-80.0,2.0839252,30.052716732025146,29.162919502484158
High-High,-65.02506,-11.3587,-80.0,1.2565899,30.646638870239258,32.40037752242663
Overall Song,-68.58834,3.8146973e-06,-80.0,1.9051744,38.390514850616455,22.800121307373047
