Band,Mean dB,Max dB,Min dB,RMS,Frequency-Domain_DR,Time-Domain_DR
Low-Low,-21.773815,-18.90934,-29.30346,14.374957,2.8088149428367615,29.35447834361961
Low-Mid,-72.48112,-29.160706,-80.0,0.08884154,36.73725605010986,35.769614175164
Low-High,-77.231026,-35.163563,-80.0,0.04075056,37.504050731658936,34.624870829979145
Mid-Low,-76.173294,-39.503784,-80.0,0.054069474,30.707454681396484,33.49800030217273
Mid-Mid,-74.92237,-20.993717,-80.0,0.2008996,37.81698703765869,30.618134723061523
Mid-High,-76.591545,0.0,-80.0,1.6074457,40.74755668640137,31.195976726866547
High-Low,-77.528114,-0.94906235,-80.0,2.2780175,36.770079135894775,39.38023032161097
High-Mid,-78.476074,-9.922554,-80.0,0.52158326,40.601258277893066,39.18328903442192
High-High,-79.43246,-16.98619,-80.0,0.17787589,42.88175106048584,42.52155885768559
Overall Song,-79.193596,0.0,-80.0,1.208216,43.22739601135254,27.378461360931396
