Band,Mean dB,Max dB,Min dB,RMS,Frequency-Domain_DR,Time-Domain_DR
Low-Low,-45.956047,-25.911352,-80.0,1.3502668,17.981396913528442,26.257495967866813
Low-Mid,-60.367195,-28.829887,-80.0,0.6721687,21.12168550491333,18.917305911144044
Low-High,-55.97503,-24.89719,-80.0,1.1889718,20.10051965713501,16.63930289048026
Mid-Low,-34.01731,-1.0540199,-80.0,21.502708,18.79725694656372,21.605289115048922
Mid-Mid,-38.75796,0.0,-80.0,10.905731,25.748045444488525,22.72230421971343
Mid-High,-43.144966,-1.7050323,-80.0,7.194349,27.656280994415283,27.702408849929306
High-Low,-49.294395,-2.947773,-80.0,3.49424,32.686309814453125,27.412183827706254
High-Mid,-54.297665,-10.702831,-80.0,2.3562393,28.353922367095947,30.45234894387576
High-High,-61.93369,-13.271175,-80.0,1.1635542,31.914231777191162,33.567545704318185
Overall Song,-64.9108,0.0,-80.0,2.7600493,37.68280506134033,19.712963104248047
