Band,Mean dB,Max dB,Min dB,RMS,Frequency-Domain_DR,Time-Domain_DR
Low-Low,-32.27465,-21.265493,-48.139473,5.10894,10.871484279632568,36.01174782224874
Low-Mid,-65.36818,-17.018106,-80.0,0.65878975,32.91054964065552,33.969818447357966
Low-High,-65.994514,-14.27002,-80.0,0.972577,32.275097370147705,23.274916101194908
Mid-Low,-56.802475,0.0,-80.0,12.270578,24.526290893554688,20.524751778657247
Mid-Mid,-54.55699,-0.54844284,-80.0,13.387064,23.221440315246582,18.792152051540512
Mid-High,-56.044582,-0.9002609,-80.0,11.567436,24.138591289520264,22.91399167555952
High-Low,-62.18727,-2.5116882,-80.0,4.7643213,30.231881141662598,27.35933017553942
High-Mid,-66.269325,-6.7779922,-80.0,1.7584313,34.62309122085571,32.418095596524935
High-High,-72.74039,-14.646021,-80.0,0.6913118,34.864091873168945,39.574226758178156
Overall Song,-73.55085,0.0,-80.0,2.879372,37.11763620376587,19.257835149765015
