Band,Mean dB,Max dB,Min dB,RMS,Frequency-Domain_DR,Time-Domain_DR
Low-Low,-66.100845,-34.61837,-80.0,0.5934532,20.164947509765625,24.474872383998296
Low-Mid,-69.131195,-33.327736,-80.0,0.52764076,22.47654914855957,23.671672533199978
Low-High,-68.644485,-17.736778,-80.0,2.6039233,24.20170545578003,21.008828488338622
Mid-Low,-58.033516,-6.0471954,-80.0,7.3038735,26.932787895202637,20.669722073267707
Mid-Mid,-48.1702,0.0,-80.0,11.0425625,29.38965082168579,21.38411298246917
Mid-High,-47.9003,-4.5649414,-80.0,12.732514,23.587822914123535,24.366895554845676
High-Low,-55.52436,-7.52964,-80.0,4.912309,28.895697593688965,23.661577531412394
High-Mid,-61.363457,-16.63832,-80.0,1.7221067,28.891525268554688,25.843848089054333
High-High,-66.76892,-23.354717,-80.0,0.8486502,28.321757316589355,33.053012024480616
Overall Song,-70.17413,0.0,-80.0,2.7623832,41.425371170043945,19.275285005569458
