Band,Mean dB,Max dB,Min dB,RMS,Frequency-Domain_DR,Time-Domain_DR
Low-Low,-17.846786,-13.799755,-30.074203,13.431512,3.833916485309601,26.980830949425485
Low-Mid,-63.527676,-21.23545,-80.0,0.66617966,22.488892078399658,29.029540385460514
Low-High,-70.31201,-15.845499,-80.0,0.8446305,25.817337036132812,30.789909453575966
Mid-Low,-74.19363,-13.422136,-80.0,0.51631975,32.51566171646118,35.53412098282393
Mid-Mid,-72.512405,-3.0794106,-80.0,1.130909,36.04820489883423,36.92459935979511
Mid-High,-72.57048,-1.9799423,-80.0,1.5844938,34.21841859817505,29.504126480421547
High-Low,-71.67285,0.0,-80.0,2.6711783,31.662113666534424,30.761851229951805
High-Mid,-74.123024,-4.306038,-80.0,1.2873644,33.69610548019409,35.8068877004712
High-High,-76.070335,-11.312761,-80.0,0.34080532,38.23328256607056,36.36847679121799
Overall Song,-76.99471,0.0,-80.0,1.288905,37.99175262451172,26.937873363494873
