Band,Mean dB,Max dB,Min dB,RMS,Frequency-Domain_DR,Time-Domain_DR
Low-Low,-63.538483,-23.123514,-80.0,0.54867876,29.335923194885254,31.222419731853964
Low-Mid,-64.1639,-25.664028,-80.0,0.5066693,27.48728036880493,32.34429665601062
Low-High,-63.7341,-22.422201,-80.0,0.6108389,29.105064868927002,32.343607887399415
Mid-Low,-56.015076,-3.8336868,-80.0,4.7816653,29.82053279876709,21.621672613292414
Mid-Mid,-45.832943,-0.49188614,-80.0,12.796434,24.612133502960205,19.158458989657806
Mid-High,-47.092316,3.8146973e-06,-80.0,13.707112,24.50688123703003,22.181598677078323
High-Low,-52.22695,-4.1462975,-80.0,5.492392,28.304271697998047,24.605294949546348
High-Mid,-57.031086,-8.673183,-80.0,2.5771747,30.349740982055664,30.755771390457255
High-High,-66.235085,-18.170658,-80.0,0.83623815,30.628540515899658,34.7642052902134
Overall Song,-68.664986,3.8146973e-06,-80.0,3.0491443,37.562241554260254,18.849525451660156
