Band,Mean dB,Max dB,Min dB,RMS,Frequency-Domain_DR,Time-Domain_DR
Low-Low,-33.206497,-24.070103,-53.52687,4.0054097,9.044965505599976,31.81406853399205
Low-Mid,-75.73865,-28.273483,-80.0,0.2300104,29.659574031829834,32.08308194942968
Low-High,-75.71831,-20.790642,-80.0,0.45039234,31.305546760559082,32.84737519899362
Mid-Low,-73.003456,-6.248291,-80.0,2.1078393,32.442965507507324,27.740632484435093
Mid-Mid,-71.11333,-1.0321655,-80.0,5.0767546,30.024116039276123,26.36150214857137
Mid-High,-71.09809,-0.8127594,-80.0,4.840295,30.657813549041748,30.425802090187567
High-Low,-73.479836,0.0,-80.0,3.1268692,35.26581287384033,28.700873818845615
High-Mid,-76.1023,-10.203911,-80.0,0.77585053,37.16853380203247,34.78021863636378
High-High,-78.13299,-17.972715,-80.0,0.2296756,39.972994327545166,37.80183441307492
Overall Song,-77.94589,0.0,-80.0,1.2987579,42.897443771362305,25.521225929260254
