Band,Mean dB,Max dB,Min dB,RMS,Frequency-Domain_DR,Time-Domain_DR
Low-Low,-40.979725,-11.234478,-80.0,4.5447674,23.093836307525635,28.32334207641507
Low-Mid,-44.287693,-11.530613,-80.0,3.65006,24.7019362449646,17.843253054332266
Low-High,-37.075695,-4.6060905,-80.0,15.420871,19.110281467437744,19.576638109256905
Mid-Low,-31.402906,3.8146973e-06,-80.0,26.532833,19.002877473831177,19.325493501807063
Mid-Mid,-37.57525,-4.1543465,-80.0,13.101285,20.97792387008667,22.28762548158369
Mid-High,-46.34133,-4.3885536,-80.0,7.5794888,25.4971981048584,24.34231748105761
High-Low,-53.44123,-3.2898788,-80.0,4.54851,31.03128671646118,24.86680904314964
High-Mid,-58.859055,-8.594166,-80.0,2.8135116,29.89940881729126,26.818021235218794
High-High,-61.65489,-14.301548,-80.0,1.9309713,27.461485862731934,30.42858486190477
Overall Song,-65.00505,3.8146973e-06,-80.0,3.4746962,36.660213470458984,17.508220672607422
