Band,Mean dB,Max dB,Min dB,RMS,Frequency-Domain_DR,Time-Domain_DR
Low-Low,-67.22194,-9.576954,-80.0,1.6814975,34.707300662994385,39.773824492998614
Low-Mid,-68.68705,-7.6001587,-80.0,1.7186624,36.49420976638794,31.666696411781498
Low-High,-67.91043,-13.033066,-80.0,1.1408669,34.6204137802124,22.151621670323017
Mid-Low,-47.306244,-3.2899094,-80.0,18.065073,20.371475219726562,19.321842545178566
Mid-Mid,-45.048775,0.0,-80.0,17.430908,23.971781730651855,20.62733730152747
Mid-High,-48.370113,-1.4239044,-80.0,11.905395,25.859403610229492,22.423348332781693
High-Low,-50.212387,-4.2416954,-80.0,7.201736,27.40773916244507,25.936873176701557
High-Mid,-58.146164,-14.884506,-80.0,1.9880981,27.944917678833008,26.701644074696546
High-High,-63.02126,-15.357868,-80.0,1.9875458,27.4739670753479,27.26873767905298
Overall Song,-69.495026,0.0,-80.0,3.7435853,37.332425117492676,17.26118803024292
