Band,Mean dB,Max dB,Min dB,RMS,Frequency-Domain_DR,Time-Domain_DR
Low-Low,-34.23905,-16.448109,-51.671173,6.3680415,17.374823093414307,32.96293952062554
Low-Mid,-74.10562,-15.61113,-80.0,1.4510039,31.058549880981445,29.84808811762297
Low-High,-73.29819,-12.392555,-80.0,3.017496,27.917561531066895,30.033620875682328
Mid-Low,-69.82036,0.0,-80.0,10.98998,29.08311128616333,23.545073087372916
Mid-Mid,-68.297386,-2.8996239,-80.0,10.80914,26.327602863311768,25.517793794735766
Mid-High,-70.80118,-5.2211647,-80.0,5.1760936,30.401840209960938,25.854190862507163
High-Low,-71.215645,-6.151123,-80.0,3.7916293,32.17540979385376,30.38579189639282
High-Mid,-76.69514,-22.486103,-80.0,0.42817923,34.78443622589111,37.97838394531873
High-High,-79.45021,-33.528786,-80.0,0.07229677,39.19188737869263,45.400208476767276
Overall Song,-78.35114,0.0,-80.0,2.002011,43.87372016906738,21.906917095184326
