Band,Mean dB,Max dB,Min dB,RMS,Frequency-Domain_DR,Time-Domain_DR
Low-Low,-22.792534,-13.804977,-30.584557,10.8730345,8.440750241279602,28.570692323357182
Low-Mid,-67.87988,-30.788582,-80.0,0.22698285,25.06430149078369,35.452506965220884
Low-High,-72.09374,-26.211643,-80.0,0.20809408,30.39590835571289,27.459737688427502
Mid-Low,-69.89558,-7.2635956,-80.0,1.6684079,31.263105869293213,29.071581992175034
Mid-Mid,-67.20033,-1.0852661,-80.0,4.5898843,28.651444911956787,23.686542652296694
Mid-High,-65.74345,3.8146973e-06,-80.0,5.708526,27.84226417541504,28.484922508602146
High-Low,-68.90758,-0.2959671,-80.0,3.112093,32.815725803375244,32.105490307415614
High-Mid,-71.777405,-8.731403,-80.0,1.1861405,32.75861978530884,34.3751938628485
High-High,-76.061905,-13.73164,-80.0,0.5039183,35.19390344619751,39.09082053364904
Overall Song,-76.38259,3.8146973e-06,-80.0,1.5687997,39.06139373779297,25.121769905090332
