Band,Mean dB,Max dB,Min dB,RMS,Frequency-Domain_DR,Time-Domain_DR
Low-Low,-36.886726,-30.362679,-49.793365,3.0803423,6.428876519203186,27.876654102129233
Low-Mid,-61.033325,-30.179258,-80.0,0.3994297,24.35546875,32.33741587612819
Low-High,-60.45539,-23.373762,-80.0,0.49779567,29.24874782562256,20.289159146967425
Mid-Low,-50.74324,-5.717148,-80.0,5.7276745,25.686819553375244,21.460348713787898
Mid-Mid,-46.96787,-2.0906258,-80.0,8.466395,25.918936729431152,20.73576720895419
Mid-High,-47.57364,0.0,-80.0,9.39469,27.105884552001953,21.043293630462774
High-Low,-48.95348,-2.2950554,-80.0,6.1294756,28.52001190185547,24.217178745640112
High-Mid,-52.093063,-8.31834,-80.0,4.0195565,26.161627769470215,30.500482227244138
High-High,-60.709488,-16.723639,-80.0,0.9679407,30.1229190826416,33.38437405834304
Overall Song,-65.86344,0.0,-80.0,2.7869682,37.6608943939209,19.854960441589355
