Band,Mean dB,Max dB,Min dB,RMS,Frequency-Domain_DR,Time-Domain_DR
Low-Low,-58.020172,-32.12184,-80.0,0.55777293,18.484166860580444,21.120159253006626
Low-Mid,-58.78047,-33.4093,-80.0,0.5037052,18.082326650619507,22.474817232389416
Low-High,-58.31237,-30.528385,-80.0,0.5541624,20.134027004241943,17.928390628730167
Mid-Low,-43.99018,-3.3845215,-80.0,17.493736,17.29298233985901,14.989591837812517
Mid-Mid,-37.07774,3.8146973e-06,-80.0,22.381353,18.53743076324463,18.03694499426584
Mid-High,-44.56533,-1.101532,-80.0,13.249218,21.98982000350952,21.64591599704012
High-Low,-52.173473,-4.9691544,-80.0,4.3460712,27.804062366485596,22.530738607618865
High-Mid,-56.490444,-14.327402,-80.0,1.7374896,26.409311294555664,26.695155970262682
High-High,-60.154476,-17.027597,-80.0,1.1040224,27.648003101348877,27.069390466563355
Overall Song,-64.48908,3.8146973e-06,-80.0,3.7294497,34.10226106643677,17.19072461128235
