Band,Mean dB,Max dB,Min dB,RMS,Frequency-Domain_DR,Time-Domain_DR
Low-Low,-57.670803,-29.261168,-80.0,0.39958584,24.198248386383057,27.713033848348285
Low-Mid,-70.23794,-36.93612,-80.0,0.19280605,22.85308837890625,25.619827159182826
Low-High,-70.737434,-38.394047,-80.0,0.15699837,23.17967176437378,27.067666843551233
Mid-Low,-65.394615,-8.623188,-80.0,1.6676918,32.426114082336426,21.419115033800125
Mid-Mid,-55.794666,-5.6926575,-80.0,5.161246,25.54387092590332,19.51871489469457
Mid-High,-52.352364,-0.45200348,-80.0,9.095461,25.863122940063477,19.337270019655733
High-Low,-48.18513,0.0,-80.0,9.048419,26.360163688659668,18.48375157946547
High-Mid,-54.832005,-5.414608,-80.0,3.828908,28.415510654449463,25.468480113443324
High-High,-66.5022,-10.072605,-80.0,0.7925984,37.43795156478882,37.6473826716314
Overall Song,-69.36117,0.0,-80.0,3.099763,35.66504955291748,17.744932174682617
