Band,Mean dB,Max dB,Min dB,RMS,Frequency-Domain_DR,Time-Domain_DR
Low-Low,-46.913097,-16.57455,-80.0,2.7534335,19.878625869750977,27.568775794590955
Low-Mid,-47.524155,-12.63398,-80.0,2.8133883,23.632092475891113,26.89319340743252
Low-High,-49.10911,-9.865093,-80.0,2.744064,26.61769151687622,18.460707304096434
Mid-Low,-35.107067,-3.7764778,-80.0,17.179958,16.773744821548462,17.58785112466786
Mid-Mid,-33.53651,0.0,-80.0,19.756474,19.336477518081665,17.172525303529994
Mid-High,-36.88057,-1.2475471,-80.0,16.08597,19.87417221069336,19.29274151971
High-Low,-43.905434,-4.0473213,-80.0,6.180579,25.38276195526123,26.39728435782809
High-Mid,-52.819366,-11.634895,-80.0,1.9208807,27.94576406478882,26.84360722095488
High-High,-59.34398,-13.193771,-80.0,1.4792367,28.65614414215088,30.062463884145547
Overall Song,-62.9909,0.0,-80.0,4.0233564,33.15889596939087,16.661834716796875
