Band,Mean dB,Max dB,Min dB,RMS,Frequency-Domain_DR,Time-Domain_DR
Low-Low,-56.67359,-31.00995,-80.0,0.5008073,20.768959522247314,31.217933278642573
Low-Mid,-66.63015,-24.338856,-80.0,0.3926335,29.553720951080322,34.654063207698584
Low-High,-67.71413,-21.24056,-80.0,0.34778553,33.70553255081177,27.283893515974714
Mid-Low,-62.920944,-22.399117,-80.0,0.6559302,27.036054134368896,18.970944004148368
Mid-Mid,-47.22745,0.0,-80.0,12.819744,23.61473560333252,22.064967690424496
Mid-High,-50.7187,-0.44741058,-80.0,10.096905,25.241146087646484,23.396790239539097
High-Low,-57.621895,-5.34367,-80.0,3.4188306,29.751100540161133,22.460855205618962
High-Mid,-58.448814,-10.218647,-80.0,1.8810401,30.065715312957764,27.48014745679403
High-High,-65.84067,-17.628181,-80.0,0.6737717,31.57388687133789,30.175718855488224
Overall Song,-68.32552,0.0,-80.0,2.361295,38.309316635131836,20.10824680328369
