Band,Mean dB,Max dB,Min dB,RMS,Frequency-Domain_DR,Time-Domain_DR
Low-Low,-6.4042172,-5.9092636,-8.303295,333.06,0.4944172874093056,22.628387529102724
Low-Mid,-62.092827,-13.87178,-80.0,3.0616462,33.26324939727783,18.59247586510593
Low-High,-67.94377,-19.879429,-80.0,1.3424531,34.41671848297119,20.509016025126172
Mid-Low,-62.100815,-24.418633,-80.0,2.075403,26.093449592590332,25.066473493675907
Mid-Mid,-62.9011,-20.58258,-80.0,2.140595,29.6608567237854,20.13033061891289
Mid-High,-66.13266,-25.53619,-80.0,1.4268053,28.230645656585693,23.711943368022425
High-Low,-69.13325,-36.27939,-80.0,0.65194654,24.290502071380615,26.5504884918639
High-Mid,-71.79938,-36.256428,-80.0,0.5321128,26.077628135681152,29.550777036723016
High-High,-77.10169,-50.768837,-80.0,0.1342055,23.529887199401855,28.893831432964475
Overall Song,-76.61326,0.0,-80.0,23.265919,29.51972484588623,3.6124014854431152
