Band,Mean dB,Max dB,Min dB,RMS,Frequency-Domain_DR,Time-Domain_DR
Low-Low,-42.301205,-8.2763405,-80.0,9.285644,18.70714783668518,20.971067427531686
Low-Mid,-52.688824,-19.73012,-80.0,2.038603,20.422954559326172,18.826833367258693
Low-High,-53.5152,-23.27712,-80.0,1.6933603,18.487619161605835,14.82467717921052
Mid-Low,-39.837444,-4.4101486,-80.0,16.40696,17.629016637802124,16.1023227791749
Mid-Mid,-37.934517,-0.5989952,-80.0,21.617386,19.04467225074768,18.026794130801477
Mid-High,-41.92489,-3.8146973e-06,-80.0,16.136908,22.18332052230835,21.428015593418067
High-Low,-49.91528,-3.5069656,-80.0,5.1520815,28.593111038208008,23.023159394796803
High-Mid,-57.690468,-18.325468,-80.0,1.7154849,23.326525688171387,26.43127467413869
High-High,-59.02877,-14.368444,-80.0,1.8979616,26.405537128448486,26.573023176823636
Overall Song,-63.488804,-3.8146973e-06,-80.0,4.0895743,34.10616636276245,16.082946062088013
